no	Hotel name	rating	user type	room type	nights	review
640	فندق 72	5	أسرة	غرفة ديلوكس مزدوجة أو توأم	أقمت ليلة واحدة	“ممتاز”. نعم. 
657	فندق 72	4	زوج	غرفة ديلوكس مزدوجة أو توأم	أقمت 5 ليالي	“باختصار رائع”. . الواي فاي سيئ
659	فندق 72	5	-	غرفة ديلوكس مزدوجة أو توأم	أقمت ليلة واحدة	“فندق متميز بالفعل”. النظافة ، سرعة الخدمات ، مساحة الغرفة ، بصراحة كل ماب متميز. لم اجد مالا يعجبني ، على العكس
662	فندق 72	5	أسرة	-	أقمت ليلة واحدة	“سلطنة عمان”. كل شي بهذا الفندق ممتاز. لاشي
665	فندق 72	5	أسرة	-	أقمت ليلة واحدة	ممتاز. الفندق نظيف وديكوره عصري ويوجد كرسي يتحول لسرير للاطفال. الاضاءه جدا خافته  ...
667	فندق 72	5	زوج	غرفة ديلوكس مزدوجة أو توأم	أقمت 3 ليالي	استثنائي. كل شي تقريباً. الواي فاي يقطع احياناً
669	فندق 72	5	زوج	-	أقمت ليلتين	استثنائي. ااخر راحه. تضليل المواقف
670	فندق 72	4	زوج	غرفة ديلوكس مزدوجة أو توأم	أقمت ليلة واحدة	رائع. نظافة الفندق وكونه جديد وتعامل الطاقم ممتاز. مواقف السيارات ترابية وغير مضلله مساحة الغرفه نوعا ما
673	أبها كراون للأجنحه الفندقية	1	-	غرفة مزدوجة	أقمت ليلة واحدة	“لا للسياحة الداخلية في ضل غياب الرقابة”. لايوجد لان غرفة خمس نجوم في الشرم مع بوفية افطار من مالذ وطاب واطلالة على البحر لا تكلفني ٢٥٠ ريالوانتم باسعار غير عادية وفطور لا يقدم حتى للمساجين واطلالة على جبال تجيب الهم. لايوجد لان غرفة خمس نجوم في الشرم مع بوفية افطار من مالذ وطاب واطلالة على البحر لا تكلفني ٢٥٠ ريالوانتم باسعار غير عادية وفطور لا يقدم حتى للمساجين واطلالة على جبال تجيب الهم
676	أبها كراون للأجنحه الفندقية	2	زوج	غرفة مزدوجة	أقمت ليلة واحدة	مخيب للأمل. . الفطور سيئ والاستقبال نصابين
680	أبها كراون للأجنحه الفندقية	4	مسافر منفرد	غرفة مزدوجة	أقمت ليلة واحدة	جيد. النظافةالهدوءسهولة الوصول. انشغال الاستقبال بجواﻻتهم وبرودتهم .اضاءة الاستقبال ضعيفة .
683	أبها كراون للأجنحه الفندقية	2	مسافر منفرد	غرفة مزدوجة	أقمت ليلة واحدة	“اسوء فندق او ليس فندق غرف مفروشة كتير عليه”. لم يعجبني شيء. الغرف صغيرة و نوعية الفرش ليس من مستوى المطلوب . الحمام صغير جدا .القيمة المادية مرتفعة جدا مقابل الخدمة و نوع المكان من الاخرى المكان سيء جداً.
684	أبها كراون للأجنحه الفندقية	2	-	-	أقمت 5 ليالي	“لا انصح به يوجد الافضل بالقرب منه”. . تعامل الموظفينوجبة الإفطارتفصيل الغرف و دورات المياة ضيقة
685	أبها كراون للأجنحه الفندقية	1	-	غرفة مزدوجة	أقمت ليلة واحدة	“لا داعي للسفر لاي سياحة داخلية طالما المستثمرين لا يعرفون كيف يستقطبون سواح”. لا شيئ يوازي قيمة مادفعناه ،، الفطور كانه للمساجين وليس لنزلاء دافعين مبالغ ،، لو تم السفر لاي دولة خارجية لما دفعنا نص هذا الميلغ. النصب في المبالغة اثناء ترويجه عبر بوكنق
686	أبها كراون للأجنحه الفندقية	2	مسافر منفرد	غرفة مزدوجة	أقمت 3 ليالي	ضعيف. شبكة الواي فاي فقط لاغير. الافطار لم يرتقي لمستوى المقبول.الحمام سئ جدا جدا وصغير الحجم .عدم الراحة بالنوم بسبب سماع الشارع من الخارج و ذلك يعود لعدم اغلاق الشبابيك باحكام.
689	أبها كراون للأجنحه الفندقية	4	مسافر منفرد	غرفة مزدوجة	أقمت 3 ليالي	"“جيد نوعاً ما”. لم أجرب الإفطارالسرير مريح جداً عند طلب أي شيء يأتيك العامل بسرعة صاروخيةيوجد لديهم أنواع القهوة رائعة جداً توجد مغسلة ملابس تحت الفندق تابعة له وأسعارها رخيصة وعادية وخدمتها سريعة. ١- الأثاث مع أنه نظيف إلا أنه قديم ٢- الفوط غير نظيفة ولاتشجع على استخدامها٣- السكن جيد نوعاً ما ونظيف لكن بجواره فندق حديث وجديد وأنظف وأجمل بمئة مرة وبمساحة تعادل ضعف المساحة حيث أن شقة بها صالة وغرفة بنصف سعر غرفة في فندق أبها كراون ، لذلك أقول الفندق جيد لكن سعره مبالغ فيه ٤- رائحة العطور في كل مكان مزعجة جداً وهذا هو السبب الرئيسي لجعلي أنتقل إلى سكن آخر ، المعطرات الرديئة موزعة في كل مكان إلى درجة أنني وجدت تحت المغسلة علبتين معلقتين من معطر ""رحال"" للسيارات !! الأرضيات والدواليب وأسطح الطاولات لزجة بشكل مزعج بسبب أنهم يمسحونها بماء مخلوط به معطرات رائحتها لاتجلب إلا الصداع والغثيان ، المصعد معلق به قطعة تبث رائحة فراولة تقتل كل من لايتلثم عند ركوب هذا المصعد الممرات واللوبي أيضاً رائحتها مزعجة لكثرة المعطرات :: وباختصار فإن المشاكل الرئيسية في الفندق تتمحور حول المبالغة في السعر والتعطير"
690	أبها كراون للأجنحه الفندقية	2	مسافر منفرد	غرفة مزدوجة	أقمت ليلتين	“جيد”. الغرفة والصالة جيدة وواسعة. الحمام صغير جداارضية الغرفة قديمة والبلاط غير ثابتالافطار فقير جدا
692	أبها كراون للأجنحه الفندقية	2	زوج	-	أقمت 8 ليالي	“عنوان للحساسيه والربو”. النظافه. الموقع. لايوجد عازل صوت بين الغرف. رائحة المعطرات في كل مكان حتي المصعد تصيبك بالحساسيه والربو. وبشكل يفوق المعتاد. لايوجد مطعم.
693	أبها كراون للأجنحه الفندقية	1	أسرة	-	أقمت ليلة واحدة	ضعيف جداً. للاسف ولا شيء. كانت اتعس اختيار لي نطافة سيئة استقبال سيء اكل سيء
699	أبها كراون للأجنحه الفندقية	2	زوج	-	أقمت ليلة واحدة	مخيب للأمل. . مبنى من الداخل قديم والحمام ضيق
701	أبها كراون للأجنحه الفندقية	2	أسرة	-	أقمت ليلتين	مخيب للأمل. الغرف لا بأس فيها. لا يوجد مطعم جيد ، الأفطار ليس جيد ، قيمة الإقامة تعتبر مرتفعة مقابل الحجز في هالقندق
702	أبها كراون للأجنحه الفندقية	1	زوج	غرفة مزدوجة	أقمت ليلة واحدة	“ليس من سمع كمن راى”. الاستقبال جيد واحد العماله من الجنسيه النيباليه متعاون. دورات المياه السخان عطلان والاستحمام ماء بار رغم برودة الجو مما جعلنا نغير الغرفه
709	أبها كراون للأجنحه الفندقية	2	زوج	-	أقمت ليلة واحدة	“سيئه”. اعجني موظفي الاستقبال فقط. الغرف صغيره ودورة المياه صغيره جدا والسعر مبالغ فيه جدا لا يستحق دفع هذا المبلغ مقابل غرفه صغيره ودورة مياه سيئهعمال الاستقبال ممتازينالموقع سئ مواقف السيارات غير جيد
710	أبها كراون للأجنحه الفندقية	2	زوج	غرفة مزدوجة	أقمت ليلتين	“غير راضي عن المكان مقابل المبلغ المدفوع”. . كنت اتوقع انه فندق ولكن طلع شقق فندقيةدروات المياه سيئة وصغيرةالمبلغ غالي بالنسبة للشقة غرفة ودورة مياه
712	أبها كراون للأجنحه الفندقية	1	أسرة	-	أقمت ليلتين	“السكن في ابها”. لاشي. اخذت جناج بمبلغ 500ريال لليوم وهو لايسوى 100 ريال لايوجد نظافة والمكان مزحوم باشجار الزينه والكنب غير نظيف والشقق مكتومه  الصراحه لاانصح به لاني غيرته ثاني يوم واخذت شقه كبيرة ب 200 ريال في اليوم في ابها القصور انصح به.
716	أبها كراون للأجنحه الفندقية	4	مسافر منفرد	-	أقمت ليلتين	“لاشي”. صراحه الموقع ممتاز والخدمة بس غالي السعر نوعاً ما. لاشي
719	أبها كراون للأجنحه الفندقية	2	زوج	-	أقمت ليلة واحدة	“غير مرضي”. . الحمام صغير جدا وغير نظيف
720	أبها كراون للأجنحه الفندقية	5	مسافر منفرد	غرفة مزدوجة	أقمت 4 ليالي	“المكان مريح ونظيف والاستقبال محترمين وبشوشين”. شباب الاستقبال كانوا رائعيننظافة الغرفة وتجهيزاتها رائعةموقع المكان وسطي وقريبة الخدمات منه. الفطور سيء وغير منوعمنع العزاب من الاكل في المطعم علما بانه فارغ اغلب الوقت
722	أبها كراون للأجنحه الفندقية	2	زوج	-	أقمت ليلتين	ضعيف. موظفو الاستقبال جدا متعاونين. الحمام صغير وأسعار الكوفي شوب بالفندق غالية جدا ومبالغ فيها وموقعه بعيد عن الخدمات ومظينة أبها.
